danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,uri,duration_ms,time_signature,country
0.686,0.692,8,-6.099,0,0.349,0.134,0.0,0.111,0.83,179.975,spotify:track:667CH2wRxXnQOfPD1NrlLJ,170700,4,Spain
0.659,0.629,4,-7.86,1,0.0825,0.716,0.0,0.422,0.416,118.964,spotify:track:4iaNmAvcZ6sPGvgZ6vQQdx,149275,4,Spain
0.746,0.844,11,-3.499,0,0.0359,0.062,0.0,0.149,0.934,123.014,spotify:track:6ylDpki1VpIsc525KC1ojF,189333,4,Spain
0.771,0.707,2,-6.404,0,0.055,0.389,0.0,0.0745,0.317,127.963,spotify:track:2hLXUbsOU9cDb9RFva9FYr,228750,4,Spain
0.748,0.761,2,-6.621,1,0.102,0.122,6.56e-06,0.0984,0.362,116.041,spotify:track:5TMLavqGRKNxgzMBrVpC9R,179940,4,Spain
0.812,0.855,7,-3.725,1,0.0554,0.0789,0.000167,0.108,0.573,90.04,spotify:track:48AJSd42lXpicsGqcgopof,192477,4,Spain
0.658,0.453,9,-7.378,0,0.39,0.131,0.0002,0.0848,0.358,126.043,spotify:track:3GaGWoU1KfVqgl7vnRHP55,153960,4,Spain
0.77,0.884,0,-2.531,1,0.0353,0.0489,0.0102,0.078,0.96,139.977,spotify:track:277ia0CBOO47RhG7XSLj4b,211892,4,Spain
0.788,0.775,6,-3.554,0,0.093,0.076,0.0,0.123,0.454,95.104,spotify:track:7fRtruULHGuwC0wNRx1HSa,168520,4,Spain
0.762,0.801,1,-3.661,0,0.0409,0.2,7.04e-05,0.254,0.81,93.992,spotify:track:5kqNIqFjijuzvVLhuY9B8j,136893,4,Spain
0.856,0.65,1,-4.0,0,0.0952,0.15,1.13e-06,0.375,0.893,128.03,spotify:track:5mcYWxQAAlqGAhEPqVMMR5,125080,4,Spain
0.77,0.859,0,-4.526,0,0.0429,0.468,0.00339,0.103,0.548,122.042,spotify:track:39yyHtQ4tkjZzd8TfIBKQw,177583,4,Spain
0.854,0.556,1,-4.49,1,0.14,0.345,0.0,0.165,0.342,119.938,spotify:track:03a359wbiUsjN9h6yzXvmS,209531,4,Spain
0.781,0.645,1,-4.136,0,0.0399,0.0903,1.58e-06,0.226,0.803,128.007,spotify:track:3nfICwo20uiFdEGzgNUSrG,207333,4,Spain
0.756,0.697,8,-6.377,1,0.0401,0.182,0.0,0.333,0.956,94.996,spotify:track:2DB4DdfCFMw1iaR6JaR03a,206071,4,Spain
0.83,0.698,1,-5.549,0,0.163,0.224,0.00065,0.0761,0.825,144.929,spotify:track:5h5TUj8pU2WhdSeJx9BnX2,216828,4,Spain
0.766,0.295,0,-7.893,0,0.0464,0.947,4.44e-05,0.119,0.805,136.016,spotify:track:6Y46tOTRhkBamosyuWa6YX,188107,4,Spain
0.538,0.489,10,-9.317,0,0.167,0.143,1.37e-06,0.0656,0.612,138.964,spotify:track:3dyQfqPEASyhbdCnIteJQY,171429,4,Spain
0.644,0.648,1,-4.601,1,0.118,0.276,0.0,0.135,0.44,179.951,spotify:track:2JPLbjOn0wPCngEot2STUS,206710,4,Spain
0.78,0.719,3,-3.613,0,0.0506,0.302,0.000196,0.0931,0.336,127.962,spotify:track:3rdAz1fbUfZxYgaCviYhRo,199604,4,Spain
0.669,0.628,2,-4.177,1,0.0526,0.294,1.83e-05,0.124,0.784,83.803,spotify:track:6P096SaOzrgGxs8NWOfX7M,177857,4,Spain
0.758,0.621,9,-8.033,1,0.125,0.0628,0.0,0.0809,0.92,79.949,spotify:track:78kygHp1dvW1kncYjBgbe1,142500,4,Spain
0.83,0.699,1,-5.85,0,0.0378,0.171,2.26e-05,0.169,0.771,130.018,spotify:track:5WxYU8RRzy5X0kC6Fx9SpI,240000,4,Spain
0.787,0.7,4,-4.598,0,0.0768,0.568,0.00051,0.663,0.791,90.02,spotify:track:6lX6l7OuA3qrnIRfdsr0dw,233453,4,Spain
0.812,0.736,4,-5.421,0,0.0833,0.152,0.00254,0.0914,0.396,91.993,spotify:track:3FkeNbs9Zeiqkr3WkbOiGp,193806,4,Spain
0.659,0.688,6,-4.649,1,0.0673,0.207,0.0,0.113,0.632,153.979,spotify:track:0G2zPzWqVjR68iNPmx2TBe,273474,4,Spain
0.764,0.745,5,-4.563,0,0.0475,0.0488,0.0,0.172,0.727,93.013,spotify:track:073yIM7v2j6XadD4Nkn0Fh,228933,4,Spain
0.734,0.846,9,-3.425,0,0.0489,0.166,1.74e-06,0.235,0.604,98.026,spotify:track:2BEcap3xJtmiPaHKyfQi4e,209884,4,Spain
0.638,0.49,4,-5.726,0,0.226,0.885,0.0116,0.156,0.403,179.905,spotify:track:70AYiGbc4mWZGEqiipBBDb,193480,4,Spain
0.805,0.806,6,-3.589,0,0.0393,0.0828,0.0,0.156,0.682,110.042,spotify:track:6c32C8T3KlXrbvWSoD5aON,222728,4,Spain
0.703,0.709,1,-4.169,0,0.0433,0.00379,5.43e-05,0.333,0.538,117.941,spotify:track:0Q5VnK2DYzRyfqQRJuUtvi,177187,4,South Korea
0.68,0.584,8,-4.457,1,0.034,0.443,0.0,0.0628,0.239,118.06,spotify:track:3TSLqZssCoCdDlMhCJ08XW,188369,4,South Korea
0.532,0.426,3,-6.117,1,0.0288,0.639,0.0,0.134,0.137,149.898,spotify:track:2gzhQaCTeNgxpeB2TPllyY,201905,3,South Korea
0.755,0.87,1,-2.414,0,0.0936,0.00988,0.0,0.0917,0.645,124.032,spotify:track:0IGUXY4JbK18bu9oD4mPIm,174387,4,South Korea
0.52,0.731,6,-5.338,0,0.0557,0.342,0.00101,0.311,0.662,173.93,spotify:track:4LRPiXqCikLlN15c3yImP7,167303,4,South Korea
0.412,0.94,1,-2.171,1,0.215,0.0648,0.0,0.358,0.423,157.964,spotify:track:2oBMZYteeO8DyXV9gDx6Za,210253,4,South Korea
0.507,0.571,7,-6.909,1,0.0856,0.222,0.0,0.241,0.587,174.954,spotify:track:0HsRZwZzHoZ5AM5W2ZYI5c,188707,4,South Korea
0.714,0.442,6,-5.909,1,0.0605,0.742,0.0,0.114,0.546,108.039,spotify:track:1jIMjbzcGCcCQn5iMu9CUc,146855,4,South Korea
0.492,0.615,2,-6.663,1,0.244,0.196,0.0,0.0772,0.458,90.081,spotify:track:5quFr5s5PXYfUX5jV2EBZ1,203728,4,South Korea
0.69,0.626,6,-5.693,1,0.306,0.105,0.000335,0.0881,0.912,184.009,spotify:track:3AVXwaOGCEL8cmBecfcsFJ,185681,4,South Korea
0.599,0.816,11,-3.412,0,0.0556,0.0911,2.17e-06,0.0961,0.399,106.962,spotify:track:7rXcCpIAoOUCydkVDMcoPV,204973,4,South Korea
0.828,0.731,9,-3.033,1,0.111,0.0617,0.0,0.048,0.587,119.978,spotify:track:7n2FZQsaLb7ZRfRPfEeIvr,178453,4,South Korea
0.591,0.764,1,-5.484,1,0.0483,0.0383,0.0,0.103,0.478,169.928,spotify:track:5PjdY0CKGZdEuoNab3yDmX,141806,4,South Korea
0.402,0.731,8,-3.529,1,0.0693,0.508,0.0,0.146,0.631,171.594,spotify:track:2X45nVBeYzmDlrXji9Av0Q,185000,4,South Korea
0.779,0.762,10,-5.188,0,0.0631,0.0224,0.0,0.121,0.859,110.043,spotify:track:4bZZVcgWWMWPBwzTTp642w,180221,4,South Korea
0.637,0.307,3,-9.624,1,0.029,0.461,0.962,0.108,0.0641,150.068,spotify:track:7M30L99pePlQ3wh8IxVUsD,201487,3,South Korea
0.39,0.767,11,-3.918,0,0.293,0.0354,4.26e-06,0.0601,0.285,200.263,spotify:track:1m2PksrrMpIev63uPxT1V0,172936,4,South Korea
0.874,0.6,6,-6.064,1,0.158,0.00942,0.0,0.126,0.457,100.012,spotify:track:4IaxDf2FixiQXq0mW7key9,174840,4,South Korea
0.628,0.812,4,-2.669,1,0.0477,0.0689,0.0,0.34,0.683,147.872,spotify:track:3oiMjDZ1bShIpFfOQf55IW,173440,4,South Korea
0.601,0.741,2,-5.569,1,0.0478,0.185,2.91e-05,0.415,0.441,153.96,spotify:track:6I3mqTwhRpn34SLVafSH7G,153190,4,South Korea
0.905,0.563,8,-6.135,1,0.102,0.0254,9.71e-06,0.113,0.324,106.998,spotify:track:1rDQ4oMwGJI7B4tovsBOxc,173948,4,South Korea
0.761,0.525,11,-6.9,1,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,spotify:track:02MWAaffLxlfxAUY7c5dvx,238805,4,South Korea
0.652,0.91,9,-3.444,1,0.134,0.0963,1.25e-05,0.093,0.82,155.967,spotify:track:4zCIxSnVWpGNghERX4uWZF,173413,4,South Korea
0.759,0.459,8,-5.187,1,0.0948,0.00323,0.0,0.0906,0.695,109.997,spotify:track:1mWdTewIgB3gtBM3TOSFhB,164442,4,South Korea
0.422,0.578,8,-7.524,1,0.0548,0.443,0.0,0.231,0.227,128.921,spotify:track:1dS4l6xmdgEhCZTAhdOm4N,276708,4,South Korea
0.512,0.76,2,-5.889,0,0.0682,0.299,0.0,0.103,0.495,130.096,spotify:track:7CAdT0HdiQNlt1C7xk2hep,210928,4,South Korea
0.756,0.697,8,-6.377,1,0.0401,0.182,0.0,0.333,0.956,94.996,spotify:track:2DB4DdfCFMw1iaR6JaR03a,206071,4,South Korea
0.71,0.686,0,-4.926,1,0.0713,0.296,0.0,0.492,0.483,96.06,spotify:track:6vo0dV9t7PCQZKsLFwVwZ5,176547,4,South Korea
0.437,0.384,5,-8.384,1,0.042,0.699,2.33e-05,0.121,0.181,139.009,spotify:track:186NCtNk1tUYS7c2DxgJ7O,209947,4,South Korea
0.573,0.711,1,-6.268,0,0.0406,0.0114,0.0,0.328,0.47,105.006,spotify:track:46HNZY1i7O6jwTA7Slo2PI,226198,4,South Korea
0.541,0.779,6,-5.581,0,0.033,0.00338,0.0,0.177,0.501,94.069,spotify:track:1nWB8isqs2tviWk20G5pow,215753,3,South Korea
0.722,0.676,11,-5.885,0,0.0829,0.000835,1.2e-05,0.321,0.362,129.943,spotify:track:3gFcGnU4kTdMYLXDjH1TK8,213427,4,South Korea
0.376,0.657,7,-4.658,1,0.0768,0.0858,0.0,0.0884,0.203,80.565,spotify:track:1r8ZCjfrQxoy2wVaBUbpwg,164782,4,South Korea
0.65,0.76,0,-4.422,0,0.0446,0.255,0.0,0.339,0.838,93.057,spotify:track:2SLwbpExuoBDZBpjfefCtV,214194,4,South Korea
0.477,0.581,8,-8.795,1,0.119,0.523,0.0,0.201,0.282,129.571,spotify:track:61RvEx7GLYRHQhG7ldjJo1,139972,4,South Korea
0.788,0.859,2,-2.724,1,0.0856,0.281,0.0,0.0424,0.822,141.02,spotify:track:50nfwKoDiSYg8zOCREWAm5,207853,4,South Korea
0.838,0.823,8,-3.929,0,0.164,0.0864,7.12e-05,0.156,0.759,94.024,spotify:track:1t8sqIScEIP0B4bQzBuI2P,160520,4,South Korea
0.636,0.81,1,-2.035,1,0.101,0.0205,1.04e-05,0.596,0.611,161.897,spotify:track:3LCwQoTrdQgHsGJE5gGVqx,228613,4,South Korea
0.686,0.901,0,-0.21,1,0.0614,0.0699,0.0,0.306,0.571,98.977,spotify:track:6rVCUwfnuYTAsX4P9fIdIu,204933,4,South Korea
0.695,0.54,4,-5.692,1,0.0493,0.299,0.0,0.367,0.415,121.932,spotify:track:4fouWK6XVHhzl78KzQ1UjL,168602,4,South Korea
0.634,0.78,0,-2.323,0,0.0963,0.0164,0.0,0.141,0.694,166.923,spotify:track:5b1PngLlxc7hj3fJXrE2Zm,207053,4,South Korea
0.702,0.741,9,-5.33,1,0.0427,0.00544,0.0,0.337,0.646,124.925,spotify:track:3XYRV7ZSHqIRDG87DKTtry,187585,4,South Korea
0.728,0.783,11,-4.424,0,0.266,0.237,0.0,0.434,0.555,77.011,spotify:track:1HhNoOuqm1a5MXYEgAFl8o,173381,4,South Korea
0.562,0.454,11,-6.858,1,0.0322,0.584,0.0,0.142,0.264,121.797,spotify:track:0hqngwyh8WnPuYlLYHRQqp,227960,4,South Korea
0.741,0.691,10,-7.395,0,0.0672,0.0221,0.0,0.0476,0.892,150.087,spotify:track:5Z9KJZvQzH6PFmb8SNkxuk,212353,4,South Korea
0.82,0.852,11,-2.567,0,0.166,0.488,5.94e-06,0.0907,0.82,109.036,spotify:track:2zrhoHlFKxFTRF5aMyxMoQ,221573,4,South Korea
0.55,0.747,1,-5.211,1,0.0407,0.0668,0.0,0.0536,0.649,79.979,spotify:track:5RjUtRlDonw3TBgGGMLC5b,199339,4,South Korea
0.418,0.603,7,-9.379,1,0.204,0.536,2.52e-05,0.11,0.657,100.171,spotify:track:2tmX4T7ODY34NwvQ3DD3MC,204229,4,South Korea
0.861,0.552,1,-6.712,0,0.0777,0.293,0.0,0.374,0.697,108.036,spotify:track:2eLe81VDUQ5f0xFfc9cMWz,249752,4,South Korea
0.677,0.696,0,-6.181,1,0.119,0.321,0.0,0.42,0.464,90.03,spotify:track:4iJyoBOLtHqaGxP12qzhQI,198082,4,South Korea
0.62,0.458,2,-10.557,1,0.269,0.521,0.0,0.11,0.518,125.132,spotify:track:2toEys3zZ8rRB242Na7FZh,198397,4,France
0.52,0.731,6,-5.338,0,0.0557,0.342,0.00101,0.311,0.662,173.93,spotify:track:4LRPiXqCikLlN15c3yImP7,167303,4,France
0.854,0.867,6,-3.63,1,0.0534,0.122,1.53e-06,0.131,0.787,129.989,spotify:track:62UFeHhvgSjvEJ12Kwjc4p,168878,4,France
0.865,0.682,7,-4.563,0,0.0548,0.284,0.00445,0.0422,0.508,140.052,spotify:track:4KHXk0rTD80mEf7bbdK29j,159357,4,France
0.648,0.599,7,-8.611,0,0.0799,0.474,6.81e-06,0.121,0.213,120.985,spotify:track:6HTJgY7iWWlVLSDHsfHePf,177705,4,France
0.618,0.698,10,-5.362,0,0.272,0.181,0.0,0.154,0.784,178.143,spotify:track:5cqLFudVQryezmVFmmyRJN,210958,4,France
0.837,0.615,6,-5.274,0,0.0762,0.37,1.29e-05,0.0914,0.858,130.062,spotify:track:1cgRpYVOkYnxomkDpYLyba,181467,4,France
0.766,0.295,0,-7.893,0,0.0464,0.947,4.44e-05,0.119,0.805,136.016,spotify:track:6Y46tOTRhkBamosyuWa6YX,188107,4,France
0.798,0.763,10,-6.134,0,0.0654,0.204,0.0,0.213,0.698,132.016,spotify:track:6aZPMuJetqwKQCPClCNgd3,163977,4,France
0.738,0.549,6,-9.704,1,0.0513,0.638,0.402,0.111,0.475,98.965,spotify:track:6lZ5p6VTbZ2ZvnsdTlLv7I,164848,4,France
0.832,0.54,6,-8.667,1,0.397,0.36,0.0,0.101,0.84,120.105,spotify:track:0w6lsLBvhtGcqMYA7MB7r6,244000,4,France
0.751,0.61,10,-8.368,0,0.485,0.337,0.0,0.11,0.525,167.983,spotify:track:5S12Ds2RswM2ITC0u1J01f,187027,4,France
0.919,0.779,7,-4.739,0,0.147,0.258,0.0,0.0991,0.941,138.038,spotify:track:46vfSYsDJZaNQcD4YvT8GD,189400,4,France
0.657,0.643,8,-6.661,0,0.0433,0.482,2.08e-06,0.189,0.394,82.516,spotify:track:3gAEAmxdP1GIjgQ3Zud2mE,251670,4,France
0.664,0.656,7,-7.089,1,0.0399,0.408,0.0,0.246,0.562,169.978,spotify:track:3wfQEIvOfeVkXgGZogK3gL,189520,4,France
0.695,0.54,4,-5.692,1,0.0493,0.299,0.0,0.367,0.415,121.932,spotify:track:4fouWK6XVHhzl78KzQ1UjL,168602,4,France
0.663,0.715,0,-5.239,0,0.195,0.383,0.0,0.104,0.517,144.901,spotify:track:0RlsG2tl1JE53HC2zbeGnU,179040,4,France
0.728,0.783,11,-4.424,0,0.266,0.237,0.0,0.434,0.555,77.011,spotify:track:1HhNoOuqm1a5MXYEgAFl8o,173381,4,France
0.824,0.803,7,-4.583,0,0.0448,0.473,6.18e-05,0.0976,0.773,119.952,spotify:track:6RXHipTclQenO0vKFeGZYi,241093,4,France
0.756,0.697,8,-6.377,1,0.0401,0.182,0.0,0.333,0.956,94.996,spotify:track:2DB4DdfCFMw1iaR6JaR03a,206071,4,France
0.844,0.656,7,-5.935,0,0.216,0.192,1.82e-05,0.115,0.398,99.983,spotify:track:5ioieZofgvXQK70RFhVohl,194267,4,France
0.671,0.673,11,-6.941,0,0.0444,0.148,5.29e-05,0.304,0.494,121.963,spotify:track:1SOClUWhOi8vHZYMz3GluK,237720,4,France
0.761,0.525,11,-6.9,1,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,spotify:track:02MWAaffLxlfxAUY7c5dvx,238805,4,France
0.67,0.896,1,-4.673,1,0.058,0.0342,3.21e-05,0.344,0.403,101.216,spotify:track:2USlegnFJLrVLpoVfPimKB,160000,3,France
0.817,0.51,1,-7.306,1,0.382,0.553,1.03e-05,0.104,0.59,156.085,spotify:track:6sutxiq0dIw77z0rCB3Ekk,179387,4,France
0.41,0.611,4,-8.271,0,0.0467,0.0228,0.0,0.116,0.0899,185.727,spotify:track:58HvfVOeJY7lUuCqF0m3ly,184448,3,France
0.736,0.666,0,-7.851,1,0.255,0.36,0.0,0.0881,0.744,138.656,spotify:track:6UlSVbJrj3wsyxjGM4KPAv,240373,4,France
0.754,0.841,11,-3.19,1,0.135,0.113,0.0,0.466,0.541,128.019,spotify:track:2mL37yB3f3Lfy4iiXV02Qf,267547,4,France
0.787,0.828,11,-3.579,0,0.0297,0.106,0.000605,0.105,0.544,119.953,spotify:track:0lQ2obtzmAsJu9xk3D6FqH,182700,4,France
0.805,0.637,6,-6.515,1,0.0869,0.228,0.0,0.071,0.678,140.045,spotify:track:1bwhDrXcAtqePp8mNJ0pTe,179427,4,France
0.882,0.675,3,-6.004,1,0.141,0.0474,0.000598,0.124,0.758,140.092,spotify:track:5YoDQgB4j7oBHWXH3DcwFD,154280,4,France
0.767,0.549,0,-7.721,0,0.0635,0.285,0.0,0.268,0.83,142.971,spotify:track:3ejRaW9IZCWkr15JN2OpQO,165293,4,France
0.755,0.636,8,-6.529,0,0.281,0.324,0.0,0.0717,0.523,144.953,spotify:track:6qvyN6NTUpdfOJRYjtSSd7,147720,4,France
0.548,0.445,5,-11.337,0,0.186,0.837,0.0,0.096,0.534,135.025,spotify:track:0wlaxCNEyKtftA8MLwfSQm,138907,4,France
0.745,0.65,2,-11.814,1,0.346,0.0451,0.00758,0.111,0.386,144.047,spotify:track:5vUnjhBzRJJIAOJPde6zDx,152137,4,France
0.828,0.878,7,-5.241,1,0.269,0.321,0.0,0.1,0.777,142.886,spotify:track:2O9enJqAqs46tfBlGhLsnW,378080,4,France
0.665,0.54,1,-8.373,0,0.129,0.749,0.0,0.109,0.437,139.978,spotify:track:5yHoANSze7sGzhn9MUarH3,203133,4,France
0.878,0.875,1,-4.923,1,0.0658,0.0507,3.42e-05,0.356,0.84,124.006,spotify:track:6jcfITWcR5egvbD4fsGayr,189880,4,France
0.8,0.756,7,-4.4,0,0.0367,0.687,2.06e-06,0.111,0.456,113.204,spotify:track:0Jh6iWjna1wk5le0Ahn7No,193444,3,France
0.754,0.763,7,-4.627,0,0.0435,0.0301,2.23e-05,0.0901,0.464,117.953,spotify:track:18asYwWugKjjsihZ0YvRxO,164819,4,France
0.631,0.583,9,-6.402,0,0.0455,0.843,0.0,0.0744,0.618,84.87,spotify:track:6CyIkPh5mRkJg7T5xXynQ8,153720,4,France
0.721,0.509,6,-9.356,0,0.153,0.423,7.74e-05,0.116,0.317,157.022,spotify:track:1O1EqgvgRyj1ejZPUxI0UX,199961,4,France
0.796,0.794,5,-6.535,0,0.0545,0.0432,0.0,0.0787,0.801,133.944,spotify:track:2nawMfIkbAc4okrbJ2Of5W,187440,4,France
0.737,0.846,1,-4.51,0,0.22,0.00614,0.0,0.0486,0.546,87.981,spotify:track:0e8nrvls4Qqv5Rfa2UhqmO,143901,4,France
0.656,0.463,2,-10.93,1,0.0598,0.38,0.0,0.446,0.407,81.499,spotify:track:6VOUfCrjmxH62oijWgbC6O,181112,4,France
0.789,0.435,2,-9.506,0,0.149,0.691,0.0395,0.107,0.166,122.997,spotify:track:1F80MEkZA9yTlpMQp9dhht,196373,4,France
0.866,0.694,1,-5.222,0,0.363,0.168,0.0,0.0585,0.649,145.041,spotify:track:0Kvkx0NcqsdYOhQzYfDuDZ,213594,4,France
0.777,0.554,2,-8.179,1,0.0572,0.182,1.7e-06,0.0477,0.27,129.933,spotify:track:2ewjMyCbNv2X1dB2qIDCwD,206840,4,France
0.956,0.417,7,-7.892,0,0.0926,0.572,0.00071,0.0782,0.714,108.015,spotify:track:4hJhHbkhZFnxmWbAkZRoe0,187111,4,France
0.763,0.919,4,-4.041,0,0.112,0.132,3.74e-05,0.0917,0.488,134.918,spotify:track:29n9av2AJlYDHtqfuv0X04,200107,4,France
0.456,0.91,0,-2.659,1,0.136,0.256,0.0,0.0921,0.329,95.927,spotify:track:2uky0VCI2EZni0nArOPznM,258542,4,Mexico
0.52,0.731,6,-5.338,0,0.0557,0.342,0.00101,0.311,0.662,173.93,spotify:track:4LRPiXqCikLlN15c3yImP7,167303,4,Mexico
0.453,0.673,8,-5.649,1,0.144,0.32,0.0,0.131,0.266,92.06,spotify:track:1UdzJEpgJxtuXAlCOvD4S0,159849,4,Mexico
0.87,0.548,10,-5.253,0,0.077,0.0924,4.6e-05,0.0534,0.832,96.018,spotify:track:1O2pcBJGej0pmH2Y9XZMs6,153750,4,Mexico
0.812,0.855,7,-3.725,1,0.0554,0.0789,0.000167,0.108,0.573,90.04,spotify:track:48AJSd42lXpicsGqcgopof,192477,4,Mexico
0.551,0.436,8,-8.029,1,0.0428,0.395,0.0,0.0719,0.862,188.651,spotify:track:74WROFXsox6wkeUrEK2DS6,170745,3,Mexico
0.577,0.363,7,-12.378,1,0.0263,0.86,0.000282,0.0868,0.265,91.511,spotify:track:75UMtPC77vqKRwfSuYuNPO,247197,4,Mexico
0.796,0.68,10,-5.555,0,0.37,0.0575,0.000683,0.103,0.71,179.923,spotify:track:2rDZhKnPaPG054ExZ6nXUS,176143,4,Mexico
0.869,0.694,1,-3.35,0,0.0783,0.356,0.00125,0.0878,0.511,90.02,spotify:track:6mmPpaltUZK7xjNlBPQQ0p,224997,4,Mexico
0.843,0.7,4,-3.563,0,0.0803,0.0934,0.0,0.14,0.899,93.991,spotify:track:1ri9ZUkBJVFUdgwzCnfcYs,226088,4,Mexico
0.639,0.703,4,-6.33,0,0.0794,0.0889,1.78e-06,0.0865,0.138,169.888,spotify:track:4gzsuuZypVbxs0Af1LSZyB,207301,4,Mexico
0.87,0.516,1,-8.006,1,0.0541,0.656,0.00823,0.11,0.53,111.005,spotify:track:7dSZ6zGTQx66c2GF91xCrb,210200,4,Mexico
0.658,0.453,9,-7.378,0,0.39,0.131,0.0002,0.0848,0.358,126.043,spotify:track:3GaGWoU1KfVqgl7vnRHP55,153960,4,Mexico
0.588,0.452,7,-4.75,1,0.0268,0.437,0.0,0.344,0.734,139.953,spotify:track:0UXlu64mDLvfzR8IXMz06J,185723,4,Mexico
0.812,0.736,4,-5.421,0,0.0833,0.152,0.00254,0.0914,0.396,91.993,spotify:track:3FkeNbs9Zeiqkr3WkbOiGp,193806,4,Mexico
0.784,0.737,5,-2.174,1,0.0758,0.0877,0.0,0.1,0.623,97.5,spotify:track:3ZGkdrigbWXLgHungXfZkt,135612,3,Mexico
0.644,0.648,1,-4.601,1,0.118,0.276,0.0,0.135,0.44,179.951,spotify:track:2JPLbjOn0wPCngEot2STUS,206710,4,Mexico
0.764,0.585,2,-7.796,1,0.0305,0.348,0.00294,0.369,0.89,90.013,spotify:track:3p6eieHX6oEOzJStPtEsLu,255640,4,Mexico
0.583,0.834,0,-4.875,1,0.0444,0.0495,0.0,0.0658,0.557,173.935,spotify:track:2gpQi3hbcUAcEG8m2dlgfB,178203,4,Mexico
0.743,0.89,7,-5.451,0,0.0837,0.366,0.0,0.0966,0.809,107.635,spotify:track:5IdyvWCaUa7AgTxMsFj0wB,196864,4,Mexico
0.746,0.844,11,-3.499,0,0.0359,0.062,0.0,0.149,0.934,123.014,spotify:track:6ylDpki1VpIsc525KC1ojF,189333,4,Mexico
0.86,0.791,0,-4.784,1,0.0568,0.169,0.000106,0.106,0.887,92.023,spotify:track:4r9jkMEnArtWGH2rL2FZl0,175918,4,Mexico
0.708,0.449,4,-4.369,0,0.0286,0.451,0.0,0.111,0.63,84.396,spotify:track:6HJIZUOiZDE814XMhRGSZN,214000,1,Mexico
0.748,0.761,2,-6.621,1,0.102,0.122,6.56e-06,0.0984,0.362,116.041,spotify:track:5TMLavqGRKNxgzMBrVpC9R,179940,4,Mexico
0.768,0.835,6,-4.961,0,0.11,0.07,3.94e-06,0.0593,0.797,119.982,spotify:track:7w47Qtyrw5y4w5Qa0wNjco,150000,4,Mexico
0.651,0.726,8,-4.144,1,0.0539,0.382,0.0,0.0535,0.963,179.99,spotify:track:798ahLNEcoFER7Vywg1FMT,156267,3,Mexico
0.69,0.762,5,-6.738,0,0.0329,0.756,0.0,0.319,0.972,141.034,spotify:track:5gS11pL9yQcnKrzbmliOwh,154761,3,Mexico
0.702,0.577,11,-4.616,0,0.0615,0.179,0.0,0.114,0.496,135.91,spotify:track:3lz3pZ0Jd5XtB4PfgvcHg1,185871,4,Mexico
0.744,0.868,1,-4.524,1,0.047,0.0326,0.0,0.0822,0.586,93.037,spotify:track:69vlMrzHwATKzupwNcUPyK,206420,4,Mexico
0.78,0.719,3,-3.613,0,0.0506,0.302,0.000196,0.0931,0.336,127.962,spotify:track:3rdAz1fbUfZxYgaCviYhRo,199604,4,Mexico
0.795,0.8,1,-6.32,1,0.0309,0.0354,7.25e-05,0.0915,0.934,116.032,spotify:track:6JIC3hbC28JZKZ8AlAqX8h,202735,4,Mexico
0.678,0.457,0,-6.854,1,0.177,0.741,0.0,0.113,0.563,72.156,spotify:track:55mzJ0LftLnef8sxAjrMkU,238420,4,Mexico
0.699,0.654,11,-6.264,1,0.0383,0.054,7.08e-06,0.095,0.319,100.037,spotify:track:3HgvO4B5LLmdPOT2d8cSZd,192313,4,Mexico
0.689,0.663,2,-4.538,1,0.0432,0.378,1.17e-06,0.0994,0.486,143.098,spotify:track:64JzNzcoSZOh3RWeoghVfk,177063,3,Mexico
0.731,0.573,4,-10.059,0,0.0544,0.401,5.22e-05,0.113,0.145,109.928,spotify:track:4MzXwWMhyBbmu6hOcLVD49,205090,4,Mexico
0.585,0.643,3,-8.392,1,0.0395,0.201,0.000306,0.144,0.592,152.98,spotify:track:3lGMtkONrZdJ8kTCg6KIFf,221800,3,Mexico
0.754,0.646,7,-5.795,1,0.317,0.152,1.85e-05,0.108,0.429,176.089,spotify:track:0fea68AdmYNygeTGI4RC18,242573,4,Mexico
0.787,0.7,4,-4.598,0,0.0768,0.568,0.00051,0.663,0.791,90.02,spotify:track:6lX6l7OuA3qrnIRfdsr0dw,233453,4,Mexico
0.544,0.216,7,-17.237,1,0.0402,0.922,0.311,0.112,0.145,75.004,spotify:track:7dT9D6117e5DbhnKxDLNW9,235471,4,Mexico
0.436,0.4,0,-6.521,1,0.11,0.463,0.0,0.76,0.568,75.576,spotify:track:6HIIuuUIEzH1meVdGbMXyf,189050,3,Mexico
0.673,0.326,0,-7.481,1,0.0348,0.696,3.73e-06,0.103,0.672,133.309,spotify:track:4H3t8C59tXjKf1R2iKtc5M,189408,4,Mexico
0.727,0.546,0,-4.572,1,0.0437,0.656,0.0,0.122,0.69,106.891,spotify:track:2MnLkFqY9Rpg9s3Zv6ZJdK,197333,4,Mexico
0.429,0.661,11,-7.227,1,0.0281,0.00239,0.000121,0.234,0.285,173.372,spotify:track:3AJwUDP919kvQ9QcozQPxg,266773,4,Mexico
